owl2dl_profile_violation,annotation_property_count,obj_property_count_incl,tboxrbox_size_incl,signature_size,owl2_rl,reasoner_jar,indiv_count,axiom_types_incl,rule_ct_incl,anno_ct,experiment_version,tbox_nominals,filepath,AL,datatypes_count_incl,experiment_date,owl2,signature_size_incl,ax_complexrhs_ct,owl2_ql,param_ontfile,param_reasoner,avg_size_complexrhs,logical_axiom_count,filename,owl2_el,class_count,logical_axiom_count_incl,peak_memory_usage,jar_name,avg_size_complexrhs_incl,dt_builtin_ct,dataproperty_count_incl,dt_notbuiltin_ct,reasoner_class,rdfs,abox_nominals_incl,filesize,owlapi_version,obj_property_count,valid_imports,constructs,dt_builtin_ct_incl,rbox_size,tbox_nominals_incl,ax_complexrhs_ct_incl,dataproperty_count,abox_size_incl,indiv_count_incl,tbox_size,owl2_dl,rbox_size_incl,rule_ct,reasoner,tboxrbox_size,axiom_type_count,tbox_size_incl,abox_nominals,experiment_runid,datatypes_count,experiment_id,axiom_types,axiom_type_count_incl,dt_notbuiltin_ct_incl,class_count_incl,constructs_incl,reasoner_timeout,abox_size,inf_hier_directory,fixed_profile_violations
,0,2,4402,4360,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEH(D),0,2017/3/31 10:13,1,4360,4233,1,/home/zeus/experiments/bpdownload/repo/owlxml/mfo.medaka-fish-anatomy-and-development-ontology.14.owl.xml,hermit,1,4402,mfo.medaka-fish-anatomy-and-development-ontology.14.owl.xml,1,4358,4402,668206520,metrics.jar,1,0,0,0,ReasonerFactory,0,0,1659377,metrics.jar,2,,E AL ,0,0,0,4233,0,0,0,4402,1,0,0,,4402,Declaration:4360 SubClassOf:4402 ,4402,0,2.76275E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:4360 SubClassOf:4402 ,0,4358,E AL ,20000000,0,null,
,0,26,1076,942,0,metrics.jar,18,TransitiveObjectProperty EquivalentClasses SubObjectPropertyOf SubPropertyChainOf DisjointClasses Declaration SubClassOf ClassAssertion InverseObjectProperties DifferentIndividuals ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALEH+,0,2017/3/31 10:13,1,942,95,0,/home/zeus/experiments/bpdownload/repo/owlxml/mfoem.emotion-ontology.24.owl.xml,hermit,1.157894737,1096,mfoem.emotion-ontology.24.owl.xml,0,898,1096,237618680,metrics.jar,1.157894737,0,0,0,ReasonerFactory,0,0,302223,metrics.jar,26,,Q R S I O ,0,18,1,95,0,20,18,1058,1,18,0,,1076,TransitiveObjectProperty:7 EquivalentClasses:14 SubObjectPropertyOf:4 SubPropertyChainOf:6 DisjointClasses:18 Declaration:942 SubClassOf:1026 ClassAssertion:18 InverseObjectProperties:1 DifferentIndividuals:2 ,1058,0,2.76275E+15,0,OntologyMetricsGathering,TransitiveObjectProperty EquivalentClasses SubObjectPropertyOf SubPropertyChainOf DisjointClasses Declaration SubClassOf ClassAssertion InverseObjectProperties DifferentIndividuals ,TransitiveObjectProperty:7 EquivalentClasses:14 SubObjectPropertyOf:4 SubPropertyChainOf:6 DisjointClasses:18 Declaration:942 SubClassOf:1026 ClassAssertion:18 InverseObjectProperties:1 DifferentIndividuals:2 ,0,898,Q R S I O ,20000000,20,null,
,0,8,13778,7938,0,metrics.jar,0,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEH+,0,2017/3/31 10:13,1,7938,3360,0,/home/zeus/experiments/bpdownload/repo/owlxml/mhc.major-histocompatibility-complex-ontology.4.owl.xml,hermit,1.004761905,13778,mhc.major-histocompatibility-complex-ontology.4.owl.xml,0,7929,13778,625952288,metrics.jar,1.004761905,0,1,0,ReasonerFactory,0,0,3404255,metrics.jar,8,,Q C D I AL ,0,3,0,3360,1,0,0,13775,1,3,0,,13778,EquivalentClasses:16 FunctionalObjectProperty:1 ObjectPropertyDomain:5 DisjointClasses:127 Declaration:7937 FunctionalDataProperty:1 SubClassOf:13620 ObjectPropertyRange:5 InverseObjectProperties:3 ,13775,0,2.76275E+15,0,OntologyMetricsGathering,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseObjectProperties ,EquivalentClasses:16 FunctionalObjectProperty:1 ObjectPropertyDomain:5 DisjointClasses:127 Declaration:7937 FunctionalDataProperty:1 SubClassOf:13620 ObjectPropertyRange:5 InverseObjectProperties:3 ,0,7929,Q C D I AL ,20000000,0,null,
InsufficientIndividuals:1 ,0,308,5058,5123,0,metrics.jar,1226,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALEHI,4,2017/3/31 10:13,1,5123,760,0,/home/zeus/experiments/bpdownload/repo/owlxml/mineral.material-mineral.1.owl.xml,hermit,1,7590,mineral.material-mineral.1.owl.xml,0,3553,7590,540362064,metrics.jar,1,4,32,0,ReasonerFactory,0,0,2428586,metrics.jar,308,,S D H I O ,4,187,1,760,32,2532,1226,4871,0,187,0,,5058,EquivalentClasses:333 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4223 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5119 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,4871,0,2.76275E+15,4,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,EquivalentClasses:333 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4223 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5119 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,0,3553,S D H I O ,20000000,2532,null,
,0,11,764,687,0,metrics.jar,0,Declaration InverseObjectProperties SubClassOf ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEHI+,0,2017/3/31 10:13,1,687,87,1,/home/zeus/experiments/bpdownload/repo/owlxml/mirnao.microrna-ontology.11.owl.xml,hermit,1,764,mirnao.microrna-ontology.11.owl.xml,0,676,764,237039512,metrics.jar,1,0,0,0,ReasonerFactory,0,0,213763,metrics.jar,11,,E I AL ,0,1,0,87,0,0,0,763,1,1,0,,764,Declaration:687 InverseObjectProperties:1 SubClassOf:762 ObjectPropertyRange:1 ,763,0,2.76276E+15,0,OntologyMetricsGathering,Declaration InverseObjectProperties SubClassOf ObjectPropertyRange ,Declaration:687 InverseObjectProperties:1 SubClassOf:762 ObjectPropertyRange:1 ,0,676,E I AL ,20000000,0,null,
,0,6,3,6,1,metrics.jar,0,SubObjectPropertyOf Declaration ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEHIF+,0,2017/3/31 10:13,1,6,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/mixs.minimal-information-about-any-sequence-ontology.5.owl.xml,hermit,NaN,3,mixs.minimal-information-about-any-sequence-ontology.5.owl.xml,1,0,3,235297456,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,2072,metrics.jar,6,,H AL ,0,3,0,0,0,0,0,0,1,3,0,,3,SubObjectPropertyOf:3 Declaration:6 ,0,0,2.76276E+15,0,OntologyMetricsGathering,SubObjectPropertyOf Declaration ,SubObjectPropertyOf:3 Declaration:6 ,0,0,H AL ,20000000,0,null,
,0,0,518,519,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEHIF+,0,2017/3/31 10:13,1,519,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/mixscv.minimal-information-about-any-sequence-mixs-controlled-vocabularies.2.owl.xml,hermit,NaN,518,mixscv.minimal-information-about-any-sequence-mixs-controlled-vocabularies.2.owl.xml,1,519,518,193096376,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,140802,metrics.jar,0,,AL ,0,0,0,0,0,0,0,518,1,0,0,,518,Declaration:519 SubClassOf:518 ,518,0,2.76276E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:519 SubClassOf:518 ,0,519,AL ,20000000,0,null,
,0,0,653,580,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEHIN+(D),0,2017/3/31 10:13,1,580,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/mmo.measurement-method-ontology.51.owl.xml,hermit,NaN,653,mmo.measurement-method-ontology.51.owl.xml,1,580,653,236280816,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,169702,metrics.jar,0,,AL ,0,0,0,0,0,0,0,653,1,0,0,,653,Declaration:580 SubClassOf:653 ,653,0,2.76276E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:580 SubClassOf:653 ,0,580,AL ,20000000,0,null,
InsufficientIndividuals:1 ,0,308,5066,5124,0,metrics.jar,1226,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI,4,2017/3/31 10:13,1,5124,767,0,/home/zeus/experiments/bpdownload/repo/owlxml/mnr.material-natural-resource.1.owl.xml,hermit,1,7598,mnr.material-natural-resource.1.owl.xml,0,3554,7598,497587192,metrics.jar,1,4,32,0,ReasonerFactory,0,0,2430326,metrics.jar,308,,S D H I N O ,4,187,1,767,32,2532,1226,4879,0,187,0,,5066,EquivalentClasses:334 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4230 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5119 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,4879,0,2.76276E+15,4,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,EquivalentClasses:334 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4230 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5119 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,0,3554,S D H I N O ,20000000,2532,null,
,0,81,493,1058,0,metrics.jar,698,DataPropertyAssertion FunctionalObjectProperty ObjectPropertyDomain DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ClassAssertion ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI,4,2017/3/31 10:13,1,1058,201,0,/home/zeus/experiments/bpdownload/repo/owlxml/mo.microarray-and-gene-expression-data-ontology.1.owl.xml,hermit,1,1425,mo.microarray-and-gene-expression-data-ontology.1.owl.xml,0,236,1425,280919192,metrics.jar,1,3,39,1,ReasonerFactory,0,0,318913,metrics.jar,81,,D E F AL O ,3,0,1,201,39,932,698,493,1,0,0,,493,DataPropertyAssertion:52 FunctionalObjectProperty:6 ObjectPropertyDomain:9 DataPropertyRange:8 DataPropertyDomain:9 Declaration:1054 FunctionalDataProperty:2 SubClassOf:459 ClassAssertion:744 ObjectPropertyAssertion:136 ,493,0,2.76276E+15,4,OntologyMetricsGathering,DataPropertyAssertion FunctionalObjectProperty ObjectPropertyDomain DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ClassAssertion ObjectPropertyAssertion ,DataPropertyAssertion:52 FunctionalObjectProperty:6 ObjectPropertyDomain:9 DataPropertyRange:8 DataPropertyDomain:9 Declaration:1054 FunctionalDataProperty:2 SubClassOf:459 ClassAssertion:744 ObjectPropertyAssertion:136 ,1,236,D E F AL O ,20000000,932,null,
InsufficientIndividuals:1 ,0,308,5074,5265,0,metrics.jar,1362,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI(D),4,2017/3/31 10:13,1,5265,770,0,/home/zeus/experiments/bpdownload/repo/owlxml/moc.material-organic-compound.1.owl.xml,hermit,1,7904,moc.material-organic-compound.1.owl.xml,0,3559,7904,583805216,metrics.jar,1,4,32,0,ReasonerFactory,0,0,2501829,metrics.jar,308,,S D H I N O ,4,187,1,770,32,2830,1362,4887,0,187,0,,5074,EquivalentClasses:341 TransitiveObjectProperty:5 SameIndividual:225 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4231 ObjectPropertyRange:156 ClassAssertion:1504 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5260 InverseObjectProperties:16 DifferentIndividuals:85 ObjectPropertyAssertion:687 ,4887,0,2.76277E+15,4,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,EquivalentClasses:341 TransitiveObjectProperty:5 SameIndividual:225 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4231 ObjectPropertyRange:156 ClassAssertion:1504 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:64 DataPropertyDomain:13 Declaration:5260 InverseObjectProperties:16 DifferentIndividuals:85 ObjectPropertyAssertion:687 ,0,3559,S D H I N O ,20000000,2830,null,
,0,17,71,3876,0,metrics.jar,3819,DataPropertyAssertion SameIndividual ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration ClassAssertion ObjectPropertyRange SubClassOf ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI+,2,2017/3/31 10:13,1,3876,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/mono.monogenean-ontology.2.owl.xml,hermit,NaN,14291,mono.monogenean-ontology.2.owl.xml,0,18,14291,1141674656,metrics.jar,NaN,2,20,0,ReasonerFactory,0,0,3784677,metrics.jar,17,,C D AL O ,2,0,0,0,20,14220,3819,71,1,0,0,,71,DataPropertyAssertion:6723 SameIndividual:323 ObjectPropertyDomain:21 DisjointClasses:1 DataPropertyDomain:20 Declaration:3874 ClassAssertion:3819 ObjectPropertyRange:17 SubClassOf:12 ObjectPropertyAssertion:3355 ,71,0,2.76277E+15,2,OntologyMetricsGathering,DataPropertyAssertion SameIndividual ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration ClassAssertion ObjectPropertyRange SubClassOf ObjectPropertyAssertion ,DataPropertyAssertion:6723 SameIndividual:323 ObjectPropertyDomain:21 DisjointClasses:1 DataPropertyDomain:20 Declaration:3874 ClassAssertion:3819 ObjectPropertyRange:17 SubClassOf:12 ObjectPropertyAssertion:3355 ,0,18,C D AL O ,20000000,14220,null,
,0,7,4744,863,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI+,0,2017/3/31 10:13,1,863,3883,0,/home/zeus/experiments/bpdownload/repo/owlxml/moocciado.molgula-occidentalis-anatomy-and-development-ontology.2.owl.xml,hermit,1,4744,moocciado.molgula-occidentalis-anatomy-and-development-ontology.2.owl.xml,1,856,4744,581852232,metrics.jar,1,0,0,0,ReasonerFactory,0,0,1394239,metrics.jar,7,,E AL TRAN ,0,7,0,3883,0,0,0,4737,1,7,0,,4744,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,4737,0,2.76277E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,0,856,E AL TRAN ,20000000,0,null,
,0,7,4744,863,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEI+,0,2017/3/31 10:13,1,863,3883,0,/home/zeus/experiments/bpdownload/repo/owlxml/mooccuado.molgula-occulta-anatomy-and-development-ontology.2.owl.xml,hermit,1,4744,mooccuado.molgula-occulta-anatomy-and-development-ontology.2.owl.xml,1,856,4744,581801832,metrics.jar,1,0,0,0,ReasonerFactory,0,0,1394239,metrics.jar,7,,E AL TRAN ,0,7,0,3883,0,0,0,4737,1,7,0,,4744,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,4737,0,2.76277E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,0,856,E AL TRAN ,20000000,0,null,
,0,7,4744,863,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALEOF(D),0,2017/3/31 10:13,1,863,3883,0,/home/zeus/experiments/bpdownload/repo/owlxml/mooculado.molgula-oculata-anatomy-and-development-ontology.2.owl.xml,hermit,1,4744,mooculado.molgula-oculata-anatomy-and-development-ontology.2.owl.xml,1,856,4744,581862384,metrics.jar,1,0,0,0,ReasonerFactory,0,0,1394239,metrics.jar,7,,E AL TRAN ,0,7,0,3883,0,0,0,4737,1,7,0,,4744,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,4737,0,2.76277E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:7 Declaration:863 SubClassOf:4737 ,0,856,E AL TRAN ,20000000,0,null,
,0,0,14278,11474,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALER+,0,2017/3/31 10:13,1,11474,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/mp.mammalian-phenotype-ontology.316.owl.xml,hermit,NaN,14278,mp.mammalian-phenotype-ontology.316.owl.xml,1,11474,14278,453299456,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,3527140,metrics.jar,0,,AL ,0,0,0,0,0,0,0,14278,1,0,0,,14278,Declaration:11474 SubClassOf:14278 ,14278,0,2.76278E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:11474 SubClassOf:14278 ,0,11474,AL ,20000000,0,null,
,0,0,0,0,1,metrics.jar,0,,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALER+,0,2017/3/31 10:13,1,0,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/mpath.mouse-pathology-ontology.45.owl.xml,hermit,NaN,0,mpath.mouse-pathology-ontology.45.owl.xml,1,0,0,234783832,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,779,metrics.jar,0,,AL ,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,2.76278E+15,0,OntologyMetricsGathering,,,0,0,AL ,20000000,0,null,
,0,5,2959,2431,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALER+,0,2017/3/31 10:13,1,2431,409,0,/home/zeus/experiments/bpdownload/repo/owlxml/ms.mass-spectrometry-ontology.116.owl.xml,hermit,1,2959,ms.mass-spectrometry-ontology.116.owl.xml,1,2426,2959,323452120,metrics.jar,1,0,0,0,ReasonerFactory,0,0,797113,metrics.jar,5,,E AL TRAN ,0,1,0,409,0,0,0,2958,1,1,0,,2959,TransitiveObjectProperty:1 Declaration:2431 SubClassOf:2958 ,2958,0,2.76278E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:1 Declaration:2431 SubClassOf:2958 ,0,2426,E AL TRAN ,20000000,0,null,
,0,0,0,0,1,metrics.jar,0,,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALER+,0,2017/3/31 10:13,1,0,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/msv.metagenome-sample-vocabulary.1.owl.xml,hermit,NaN,0,msv.metagenome-sample-vocabulary.1.owl.xml,1,0,0,234941760,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,821,metrics.jar,0,,AL ,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,2.76278E+15,0,OntologyMetricsGathering,,,0,0,AL ,20000000,0,null,
,0,6,43,271,0,metrics.jar,228,ObjectPropertyDomain SubDataPropertyOf DataPropertyDomain DataPropertyRange Declaration ClassAssertion SubClassOf ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALERI,2,2017/3/31 10:13,1,271,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/mwla.medical-web-lifestyle-aggregator.1.owl.xml,hermit,NaN,273,mwla.medical-web-lifestyle-aggregator.1.owl.xml,0,32,273,236466456,metrics.jar,NaN,2,3,0,ReasonerFactory,0,0,59021,metrics.jar,6,,D U H AL ,2,2,0,0,3,230,228,41,1,2,0,,43,ObjectPropertyDomain:6 SubDataPropertyOf:2 DataPropertyDomain:2 DataPropertyRange:2 Declaration:269 ClassAssertion:230 SubClassOf:25 ObjectPropertyRange:6 ,41,0,2.76278E+15,2,OntologyMetricsGathering,ObjectPropertyDomain SubDataPropertyOf DataPropertyDomain DataPropertyRange Declaration ClassAssertion SubClassOf ObjectPropertyRange ,ObjectPropertyDomain:6 SubDataPropertyOf:2 DataPropertyDomain:2 DataPropertyRange:2 Declaration:269 ClassAssertion:230 SubClassOf:25 ObjectPropertyRange:6 ,0,32,D U H AL ,20000000,230,null,
UseOfNonSimplePropertyInFunctionalPropertyAxiom:1 UseOfNonSimplePropertyInInverseFunctionalObjectPropertyAxiom:1 UseOfReservedVocabularyForClassIRI:2 InsufficientIndividuals:1 ,0,13,68650,31519,0,metrics.jar,22012,TransitiveObjectProperty FunctionalObjectProperty SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty DifferentIndividuals ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALERI+,3,2017/3/31 10:13,1,31519,21,0,/home/zeus/experiments/bpdownload/repo/owlxml/natpro.natural-products-ontology.1.owl.xml,hermit,1.047619048,160002,natpro.natural-products-ontology.1.owl.xml,0,9465,160002,3137999488,metrics.jar,1.047619048,3,26,0,ReasonerFactory,0,0,28945527,metrics.jar,13,,S D H I N O ,3,9,0,21,26,91352,22012,68641,0,9,0,,68650,TransitiveObjectProperty:3 FunctionalObjectProperty:2 SubDataPropertyOf:3 SymmetricObjectProperty:1 DataPropertyRange:24 SubClassOf:12372 ClassAssertion:22012 ObjectPropertyRange:6 DataPropertyAssertion:48587 ObjectPropertyDomain:12 DisjointClasses:56192 DataPropertyDomain:22 Declaration:31515 FunctionalDataProperty:9 InverseObjectProperties:2 InverseFunctionalObjectProperty:2 DifferentIndividuals:2 ObjectPropertyAssertion:20751 ,68641,0,2.76278E+15,3,OntologyMetricsGathering,TransitiveObjectProperty FunctionalObjectProperty SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty DifferentIndividuals ObjectPropertyAssertion ,TransitiveObjectProperty:3 FunctionalObjectProperty:2 SubDataPropertyOf:3 SymmetricObjectProperty:1 DataPropertyRange:24 SubClassOf:12372 ClassAssertion:22012 ObjectPropertyRange:6 DataPropertyAssertion:48587 ObjectPropertyDomain:12 DisjointClasses:56192 DataPropertyDomain:22 Declaration:31515 FunctionalDataProperty:9 InverseObjectProperties:2 InverseFunctionalObjectProperty:2 DifferentIndividuals:2 ObjectPropertyAssertion:20751 ,0,9465,S D H I N O ,20000000,91352,null,
